transaction_id,customer_id,transaction_date,amount,category,merchant,status
TXN_00000096,CUST_003104,2025-10-12 20:53:38.083979,138.29,Healthcare,Merchant_0096,completed
TXN_00000097,CUST_004598,2025-12-15 20:53:38.083979,755.78,Food,Merchant_0097,completed
TXN_00000098,CUST_002454,2025-11-05 20:53:38.083979,379.17,Transportation,Merchant_0098,completed
TXN_00000099,CUST_003645,2025-11-30 20:53:38.083979,143.15,Entertainment,Merchant_0099,completed
TXN_00000100,CUST_000804,2025-12-14 20:53:38.083979,76.33,Transportation,Merchant_0100,completed
TXN_00000101,CUST_002731,2026-01-03 20:53:38.083979,73.39,Shopping,Merchant_0101,completed
TXN_00000102,CUST_002773,2026-03-18 20:53:38.083979,301.41,Healthcare,Merchant_0102,completed
TXN_00000103,CUST_001570,2026-03-18 20:53:38.083979,5.21,Utilities,Merchant_0103,pending
TXN_00000104,CUST_002690,2026-02-13 20:53:38.083979,51.28,Entertainment,Merchant_0104,completed
TXN_00000105,CUST_003840,2026-01-21 20:53:38.083979,22.8,Transportation,Merchant_0105,completed
TXN_00000106,CUST_001028,2026-03-13 20:53:38.083979,34.25,Utilities,Merchant_0106,completed
TXN_00000107,CUST_000502,2026-03-12 20:53:38.083979,12.4,Utilities,Merchant_0107,completed
TXN_00000108,CUST_004493,2026-03-25 20:53:38.083979,44.81,Transportation,Merchant_0108,completed
TXN_00000109,CUST_000870,2026-03-22 20:53:38.083979,41.43,Shopping,Merchant_0109,failed
TXN_00000110,CUST_004488,2026-02-16 20:53:38.083979,45.17,Food,Merchant_0110,completed
TXN_00000111,CUST_000206,2026-03-07 20:53:38.083979,38.13,Shopping,Merchant_0111,completed
TXN_00000112,CUST_001484,2026-01-07 20:53:38.083979,38.22,Shopping,Merchant_0112,completed
TXN_00000113,CUST_000863,2025-10-31 20:53:38.083979,254.97,Entertainment,Merchant_0113,completed
TXN_00000114,CUST_002790,2025-12-11 20:53:38.083979,196.5,Shopping,Merchant_0114,completed
TXN_00000115,CUST_000563,2026-03-04 20:53:38.083979,173.4,Utilities,Merchant_0115,completed
TXN_00000116,CUST_004191,2026-03-24 20:53:38.083979,40.83,Food,Merchant_0116,completed
TXN_00000117,CUST_001757,2026-03-27 20:53:38.083979,136.94,Utilities,Merchant_0117,completed
TXN_00000118,CUST_001678,2026-01-27 20:53:38.083979,207.27,Entertainment,Merchant_0118,completed
TXN_00000119,CUST_003242,2025-10-12 20:53:38.083979,35.44,Food,Merchant_0119,completed
TXN_00000120,CUST_004636,2025-11-11 20:53:38.083979,81.1,Utilities,Merchant_0120,completed
TXN_00000121,CUST_001059,2026-01-25 20:53:38.083979,127.56,Food,Merchant_0121,completed
TXN_00000122,CUST_001722,2026-01-04 20:53:38.083979,43.34,Food,Merchant_0122,completed
TXN_00000123,CUST_003314,2025-11-02 20:53:38.083979,196.13,Food,Merchant_0123,completed
TXN_00000124,CUST_003157,2026-01-21 20:53:38.083979,130.16,Shopping,Merchant_0124,completed
TXN_00000125,CUST_002625,2025-12-07 20:53:38.083979,54.65,Food,Merchant_0125,completed
TXN_00000126,CUST_002729,2026-02-02 20:53:38.083979,67.55,Transportation,Merchant_0126,completed
TXN_00000127,CUST_001597,2026-02-05 20:53:38.083979,68.25,Entertainment,Merchant_0127,completed
TXN_00000128,CUST_003060,2025-12-05 20:53:38.083979,95.18,Entertainment,Merchant_0128,completed
TXN_00000129,CUST_002693,2026-04-01 20:53:38.083979,117.85,Entertainment,Merchant_0129,completed
TXN_00000130,CUST_004891,2026-02-08 20:53:38.083979,97.7,Utilities,Merchant_0130,failed
TXN_00000131,CUST_003627,2026-02-16 20:53:38.083979,24.69,Transportation,Merchant_0131,completed
TXN_00000132,CUST_001363,2025-12-08 20:53:38.083979,164.18,Food,Merchant_0132,failed
TXN_00000133,CUST_001981,2026-01-02 20:53:38.083979,16.47,Utilities,Merchant_0133,pending
TXN_00000134,CUST_001663,2026-01-29 20:53:38.083979,27.49,Healthcare,Merchant_0134,completed
TXN_00000135,CUST_001529,2025-11-03 20:53:38.083979,159.57,Transportation,Merchant_0135,completed
TXN_00000136,CUST_002038,2025-11-05 20:53:38.083979,89.15,Shopping,Merchant_0136,completed
TXN_00000137,CUST_003302,2025-10-11 20:53:38.083979,126.72,Entertainment,Merchant_0137,failed
TXN_00000138,CUST_002237,2026-03-16 20:53:38.083979,48.68,Transportation,Merchant_0138,completed
TXN_00000139,CUST_001306,2026-03-06 20:53:38.083979,10.6,Transportation,Merchant_0139,completed
TXN_00000140,CUST_004029,2026-02-04 20:53:38.083979,421.09,Entertainment,Merchant_0140,completed
TXN_00000141,CUST_002675,2025-12-03 20:53:38.083979,109.99,Utilities,Merchant_0141,completed
TXN_00000142,CUST_001282,2025-12-19 20:53:38.083979,92.25,Food,Merchant_0142,completed
TXN_00000143,CUST_000709,2025-10-29 20:53:38.083979,408.02,Food,Merchant_0143,completed
TXN_00000144,CUST_004744,2025-10-07 20:53:38.083979,617.63,Utilities,Merchant_0144,completed
TXN_00000145,CUST_004413,2025-11-24 20:53:38.083979,8.54,Shopping,Merchant_0145,completed
TXN_00000146,CUST_003748,2025-12-24 20:53:38.083979,57.78,Transportation,Merchant_0146,completed
TXN_00000147,CUST_004779,2025-12-31 20:53:38.083979,152.18,Utilities,Merchant_0147,completed
TXN_00000148,CUST_000663,2025-11-09 20:53:38.083979,336.07,Entertainment,Merchant_0148,completed
TXN_00000149,CUST_001998,2026-02-03 20:53:38.083979,131.8,Entertainment,Merchant_0149,completed
TXN_00000150,CUST_003445,2025-11-17 20:53:38.083979,619.93,Entertainment,Merchant_0150,failed
TXN_00000151,CUST_003743,2025-12-30 20:53:38.083979,171.78,Entertainment,Merchant_0151,completed
TXN_00000152,CUST_001495,2025-11-09 20:53:38.083979,1.6,Utilities,Merchant_0152,completed
TXN_00000153,CUST_003304,2026-02-16 20:53:38.083979,101.29,Shopping,Merchant_0153,completed
TXN_00000154,CUST_003763,2025-12-31 20:53:38.083979,466.74,Food,Merchant_0154,completed
TXN_00000155,CUST_001853,2025-10-28 20:53:38.083979,29.7,Utilities,Merchant_0155,completed
TXN_00000156,CUST_004659,2026-03-12 20:53:38.083979,411.56,Transportation,Merchant_0156,completed
TXN_00000157,CUST_001291,2026-01-14 20:53:38.083979,46.84,Entertainment,Merchant_0157,completed
TXN_00000158,CUST_003581,2026-03-24 20:53:38.083979,366.27,Entertainment,Merchant_0158,completed
TXN_00000159,CUST_003457,2026-03-02 20:53:38.083979,141.23,Healthcare,Merchant_0159,pending
TXN_00000160,CUST_001636,2026-02-21 20:53:38.083979,68.78,Shopping,Merchant_0160,failed
TXN_00000161,CUST_003696,2026-01-01 20:53:38.083979,362.3,Shopping,Merchant_0161,failed
TXN_00000162,CUST_002999,2026-03-09 20:53:38.083979,13.79,Food,Merchant_0162,completed
TXN_00000163,CUST_003152,2025-10-12 20:53:38.083979,201.08,Transportation,Merchant_0163,failed
TXN_00000164,CUST_000698,2026-03-30 20:53:38.083979,135.0,Food,Merchant_0164,completed
TXN_00000165,CUST_002160,2025-12-29 20:53:38.083979,71.39,Healthcare,Merchant_0165,completed
TXN_00000166,CUST_004097,2025-12-23 20:53:38.083979,115.2,Entertainment,Merchant_0166,completed
TXN_00000167,CUST_004737,2025-12-16 20:53:38.083979,215.77,Shopping,Merchant_0167,completed
TXN_00000168,CUST_000854,2025-12-29 20:53:38.083979,18.68,Food,Merchant_0168,completed
TXN_00000169,CUST_003474,2025-12-16 20:53:38.083979,46.1,Shopping,Merchant_0169,completed
TXN_00000170,CUST_001707,2026-01-05 20:53:38.083979,71.94,Food,Merchant_0170,failed
TXN_00000171,CUST_002777,2026-01-24 20:53:38.083979,197.74,Transportation,Merchant_0171,completed
TXN_00000172,CUST_001733,2026-01-21 20:53:38.083979,348.22,Shopping,Merchant_0172,completed
TXN_00000173,CUST_004931,2026-03-19 20:53:38.083979,405.12,Food,Merchant_0173,completed
TXN_00000174,CUST_003510,2026-01-30 20:53:38.083979,71.76,Utilities,Merchant_0174,completed
TXN_00000175,CUST_000202,2026-03-23 20:53:38.083979,91.8,Food,Merchant_0175,completed
TXN_00000176,CUST_003255,2026-03-08 20:53:38.083979,356.75,Healthcare,Merchant_0176,completed
TXN_00000177,CUST_004218,2025-12-20 20:53:38.083979,8.63,Entertainment,Merchant_0177,completed
TXN_00000178,CUST_004496,2026-01-11 20:53:38.083979,198.47,Entertainment,Merchant_0178,completed
TXN_00000179,CUST_000766,2026-01-08 20:53:38.083979,135.92,Healthcare,Merchant_0179,completed
TXN_00000180,CUST_004389,2026-02-09 20:53:38.083979,30.17,Shopping,Merchant_0180,completed
TXN_00000181,CUST_002327,2025-10-08 20:53:38.083979,241.8,Transportation,Merchant_0181,completed
TXN_00000182,CUST_002931,2026-01-03 20:53:38.083979,11.7,Utilities,Merchant_0182,completed
TXN_00000183,CUST_000197,2025-12-01 20:53:38.083979,20.17,Entertainment,Merchant_0183,completed
TXN_00000184,CUST_001930,2025-11-28 20:53:38.083979,119.32,Entertainment,Merchant_0184,completed
TXN_00000185,CUST_003582,2025-12-02 20:53:38.083979,55.17,Food,Merchant_0185,completed
TXN_00000186,CUST_000608,2026-03-02 20:53:38.083979,17.06,Food,Merchant_0186,completed
TXN_00000187,CUST_003272,2026-04-02 20:53:38.083979,180.42,Transportation,Merchant_0187,completed
TXN_00000188,CUST_001147,2026-03-22 20:53:38.083979,25.91,Transportation,Merchant_0188,completed
TXN_00000189,CUST_004282,2026-02-27 20:53:38.083979,589.85,Entertainment,Merchant_0189,completed
TXN_00000190,CUST_003397,2026-03-23 20:53:38.083979,416.15,Entertainment,Merchant_0190,completed
TXN_00000191,CUST_002511,2025-12-09 20:53:38.083979,77.95,Healthcare,Merchant_0191,completed
TXN_00000192,CUST_001794,2025-10-18 20:53:38.083979,206.3,Food,Merchant_0192,completed
TXN_00000193,CUST_000659,2025-12-29 20:53:38.083979,246.66,Healthcare,Merchant_0193,completed
TXN_00000194,CUST_002811,2026-04-03 20:53:38.083979,122.81,Shopping,Merchant_0194,completed
TXN_00000195,CUST_001369,2025-10-17 20:53:38.083979,249.38,Entertainment,Merchant_0195,completed
TXN_00000196,CUST_001986,2025-12-08 20:53:38.083979,238.02,Food,Merchant_0196,completed
TXN_00000197,CUST_000146,2026-03-26 20:53:38.083979,658.13,Entertainment,Merchant_0197,completed
TXN_00000198,CUST_003219,2025-10-17 20:53:38.083979,51.13,Transportation,Merchant_0198,completed
TXN_00000199,CUST_002911,2025-10-31 20:53:38.083979,314.46,Shopping,Merchant_0199,completed
TXN_00000200,CUST_001734,2025-11-16 20:53:38.083979,165.93,Utilities,Merchant_0200,completed
TXN_00000201,CUST_001843,2026-01-17 20:53:38.083979,28.54,Healthcare,Merchant_0201,completed
TXN_00000202,CUST_000488,2026-03-10 20:53:38.083979,26.05,Shopping,Merchant_0202,completed
TXN_00000203,CUST_002976,2026-03-26 20:53:38.083979,232.31,Shopping,Merchant_0203,completed
TXN_00000204,CUST_001959,2025-11-22 20:53:38.083979,78.64,Utilities,Merchant_0204,completed
TXN_00000205,CUST_002385,2026-04-01 20:53:38.083979,314.14,Entertainment,Merchant_0205,failed
TXN_00000206,CUST_002919,2025-10-16 20:53:38.083979,108.28,Transportation,Merchant_0206,completed
TXN_00000207,CUST_004736,2026-01-12 20:53:38.083979,55.11,Healthcare,Merchant_0207,completed
TXN_00000208,CUST_001802,2025-11-10 20:53:38.083979,288.45,Healthcare,Merchant_0208,completed
TXN_00000209,CUST_004061,2026-03-11 20:53:38.083979,367.68,Healthcare,Merchant_0209,completed
TXN_00000210,CUST_003369,2025-11-14 20:53:38.083979,96.93,Healthcare,Merchant_0210,completed
TXN_00000211,CUST_000262,2026-02-27 20:53:38.083979,100.89,Utilities,Merchant_0211,completed
TXN_00000212,CUST_000623,2025-11-11 20:53:38.083979,370.41,Transportation,Merchant_0212,completed
TXN_00000213,CUST_001016,2026-01-25 20:53:38.083979,62.49,Utilities,Merchant_0213,completed
TXN_00000214,CUST_003643,2026-03-31 20:53:38.083979,151.35,Entertainment,Merchant_0214,completed
TXN_00000215,CUST_004976,2025-12-16 20:53:38.083979,6.61,Entertainment,Merchant_0215,completed
TXN_00000216,CUST_002049,2026-01-21 20:53:38.083979,1051.05,Entertainment,Merchant_0216,completed
TXN_00000217,CUST_003723,2026-01-24 20:53:38.083979,21.83,Entertainment,Merchant_0217,completed
TXN_00000218,CUST_004548,2025-12-13 20:53:38.083979,29.37,Transportation,Merchant_0218,completed
TXN_00000219,CUST_003108,2026-03-05 20:53:38.083979,24.98,Utilities,Merchant_0219,completed
TXN_00000220,CUST_004090,2025-11-28 20:53:38.083979,7.22,Transportation,Merchant_0220,completed
TXN_00000221,CUST_002056,2026-02-20 20:53:38.083979,224.31,Transportation,Merchant_0221,completed
TXN_00000222,CUST_003170,2025-11-21 20:53:38.083979,89.86,Healthcare,Merchant_0222,completed
TXN_00000223,CUST_001682,2025-12-23 20:53:38.083979,93.93,Shopping,Merchant_0223,completed
TXN_00000224,CUST_002255,2026-03-09 20:53:38.083979,540.27,Healthcare,Merchant_0224,completed
TXN_00000225,CUST_001154,2025-11-06 20:53:38.083979,37.11,Utilities,Merchant_0225,completed
TXN_00000226,CUST_004499,2025-11-30 20:53:38.083979,8.72,Food,Merchant_0226,completed
TXN_00000227,CUST_003191,2026-04-02 20:53:38.083979,140.46,Healthcare,Merchant_0227,completed
TXN_00000228,CUST_001696,2026-01-22 20:53:38.083979,87.02,Transportation,Merchant_0228,completed
TXN_00000229,CUST_003991,2026-03-28 20:53:38.083979,33.7,Utilities,Merchant_0229,completed
TXN_00000230,CUST_004723,2025-11-09 20:53:38.083979,96.64,Food,Merchant_0230,completed
TXN_00000231,CUST_004682,2026-01-01 20:53:38.083979,31.15,Utilities,Merchant_0231,completed
TXN_00000232,CUST_001648,2026-03-13 20:53:38.083979,469.21,Healthcare,Merchant_0232,completed
TXN_00000233,CUST_001445,2026-01-28 20:53:38.083979,337.82,Healthcare,Merchant_0233,completed
TXN_00000234,CUST_004199,2025-11-09 20:53:38.083979,110.95,Shopping,Merchant_0234,completed
TXN_00000235,CUST_003923,2026-01-17 20:53:38.083979,89.49,Healthcare,Merchant_0235,completed
TXN_00000236,CUST_000253,2026-03-18 20:53:38.083979,49.62,Entertainment,Merchant_0236,completed
TXN_00000237,CUST_003183,2025-12-20 20:53:38.083979,192.91,Shopping,Merchant_0237,completed
TXN_00000238,CUST_002557,2025-12-24 20:53:38.083979,22.24,Entertainment,Merchant_0238,completed
TXN_00000239,CUST_000098,2025-11-23 20:53:38.083979,200.73,Entertainment,Merchant_0239,failed
TXN_00000240,CUST_002200,2025-12-13 20:53:38.083979,91.34,Food,Merchant_0240,completed
TXN_00000241,CUST_002961,2026-01-24 20:53:38.083979,124.89,Food,Merchant_0241,completed
TXN_00000242,CUST_004973,2025-10-25 20:53:38.083979,174.59,Entertainment,Merchant_0242,pending
TXN_00000243,CUST_004433,2026-03-30 20:53:38.083979,196.46,Transportation,Merchant_0243,pending
TXN_00000244,CUST_003777,2026-03-20 20:53:38.083979,170.99,Shopping,Merchant_0244,completed
TXN_00000245,CUST_002869,2026-02-10 20:53:38.083979,55.26,Healthcare,Merchant_0245,completed
TXN_00000246,CUST_003234,2026-01-09 20:53:38.083979,24.22,Shopping,Merchant_0246,completed
TXN_00000247,CUST_003791,2026-01-17 20:53:38.083979,53.1,Entertainment,Merchant_0247,completed
TXN_00000248,CUST_000956,2025-10-16 20:53:38.083979,28.77,Entertainment,Merchant_0248,completed
TXN_00000249,CUST_004067,2025-12-19 20:53:38.083979,294.29,Healthcare,Merchant_0249,completed
TXN_00000250,CUST_000160,2026-03-31 20:53:38.083979,10.09,Food,Merchant_0250,completed
TXN_00000251,CUST_004493,2025-10-17 20:53:38.083979,127.27,Shopping,Merchant_0251,completed
TXN_00000252,CUST_001300,2026-03-28 20:53:38.083979,383.78,Entertainment,Merchant_0252,completed
TXN_00000253,CUST_004911,2025-11-05 20:53:38.083979,548.3,Shopping,Merchant_0253,completed
TXN_00000254,CUST_003987,2025-11-14 20:53:38.083979,325.07,Utilities,Merchant_0254,failed
TXN_00000255,CUST_001527,2026-01-07 20:53:38.083979,104.05,Shopping,Merchant_0255,completed
TXN_00000256,CUST_001218,2025-12-28 20:53:38.083979,142.68,Food,Merchant_0256,completed
TXN_00000257,CUST_004496,2025-11-01 20:53:38.083979,23.97,Healthcare,Merchant_0257,completed
TXN_00000258,CUST_004735,2026-03-07 20:53:38.083979,35.74,Utilities,Merchant_0258,completed
TXN_00000259,CUST_003104,2026-04-01 20:53:38.083979,37.48,Food,Merchant_0259,completed
TXN_00000260,CUST_002735,2026-01-11 20:53:38.083979,114.7,Transportation,Merchant_0260,failed
TXN_00000261,CUST_004555,2025-11-09 20:53:38.083979,121.23,Food,Merchant_0261,completed
TXN_00000262,CUST_000954,2026-03-25 20:53:38.083979,36.56,Healthcare,Merchant_0262,completed
TXN_00000263,CUST_004565,2026-04-03 20:53:38.083979,31.67,Shopping,Merchant_0263,completed
TXN_00000264,CUST_003446,2026-02-15 20:53:38.083979,210.79,Transportation,Merchant_0264,completed
TXN_00000265,CUST_001045,2025-11-13 20:53:38.083979,42.48,Entertainment,Merchant_0265,completed
TXN_00000266,CUST_001693,2025-12-16 20:53:38.083979,131.51,Entertainment,Merchant_0266,completed
TXN_00000267,CUST_003436,2026-03-01 20:53:38.083979,34.84,Entertainment,Merchant_0267,completed
TXN_00000268,CUST_000562,2026-01-20 20:53:38.083979,106.82,Transportation,Merchant_0268,completed
TXN_00000269,CUST_002485,2026-02-28 20:53:38.083979,145.39,Healthcare,Merchant_0269,completed
TXN_00000270,CUST_003354,2026-01-31 20:53:38.083979,561.8,Entertainment,Merchant_0270,completed
TXN_00000271,CUST_000225,2025-12-23 20:53:38.083979,18.73,Utilities,Merchant_0271,completed
TXN_00000272,CUST_004893,2025-12-23 20:53:38.083979,183.39,Entertainment,Merchant_0272,completed
